,lat,long
0,42.36658375673245,-71.04914338603467
1,42.36650265167054,-71.04959430096302
2,42.3663535638771,-71.04950285206304
3,42.36634833974158,-71.04907993848101
4,42.36628168359839,-71.04908670234569
5,42.3662690053201,-71.04907236275088
6,42.36624949112186,-71.0490639890827
7,42.36622182869185,-71.04907750541736
8,42.36620405088619,-71.04909317659286
9,42.36616318167113,-71.04909716708123
10,42.366026025183956,-71.04931905636144
11,42.366042855453784,-71.05004346765574
12,42.36582827286129,-71.05004499410317
13,42.36582825404524,-71.05004018427915
14,42.365756552290065,-71.04994929674322
15,42.365707176985104,-71.04981384408991
16,42.36569441823157,-71.04977915200543
17,42.36550648362191,-71.04978789031388
18,42.3654691736372,-71.04979037630504
19,42.36538436336668,-71.04978616880534
20,42.365348177590825,-71.04965543794675
21,42.365336433966455,-71.0495992751082
22,42.36529261816035,-71.04934241555972
23,42.36527912684879,-71.04926073339007
24,42.36538411155825,-71.0492311245206
25,42.365312755655744,-71.04880868429989
26,42.36530657588587,-71.04877283730697
27,42.36518173662542,-71.04877705667435
28,42.3650366025991,-71.04878438054675
29,42.3649065609601,-71.04879122767021
30,42.36508789676985,-71.04982935247024
31,42.365103781787035,-71.04982183882103
32,42.36510600072246,-71.04989768037085
33,42.365093406519954,-71.04990480031225
34,42.36510003481729,-71.05019670645878
35,42.36511429134564,-71.05019290478039
36,42.36511926500051,-71.05034199100064
37,42.36512215764817,-71.05038045452616
38,42.365155894109186,-71.05037651320622
39,42.36515605466465,-71.05041758687094
40,42.36511682963096,-71.05042119447829
41,42.365122892482894,-71.05077934112995
42,42.36509678431768,-71.05076879956631
43,42.365094632441746,-71.05085058925047
44,42.36507856434716,-71.05088178559826
45,42.36486638122211,-71.05086515977536
46,42.364867347159134,-71.05083148129687
47,42.364867342821285,-71.05083037051384
48,42.36485389736409,-71.05083046599027
49,42.36485191820649,-71.05081493836653
50,42.364849356481606,-71.05079201431347
51,42.364846430387495,-71.05074541370621
52,42.36484551360001,-71.05072136837492
53,42.364845480349025,-71.05071285601663
54,42.36483623757961,-71.05066481920241
55,42.36483176748129,-71.05064449940151
56,42.364827297374674,-71.05062417838951
57,42.364828086972864,-71.05061566382983
58,42.364824397235076,-71.05058423764382
59,42.36482345294786,-71.05055316343895
60,42.36482338787675,-71.05053651141722
61,42.36482404153321,-71.05049321298429
62,42.36482469516861,-71.0504499133365
63,42.364824619970925,-71.05043067434522
64,42.364823763856286,-71.05042216783826
65,42.364822903408616,-71.05041255297725
66,42.36481609748669,-71.05028642392516
67,42.36479604709059,-71.05014114592923
68,42.364772931584646,-71.04998404602223
69,42.36476255050666,-71.04978578468928
70,42.364756086462,-71.04974623601791
71,42.36472162908276,-71.04956627976787
72,42.36460756712217,-71.04959003173033
73,42.3645439088594,-71.04924080865
74,42.36449565620318,-71.04925188423836
75,42.36446357996535,-71.04925951576216
76,42.36441998576582,-71.049269074625
77,42.364339934146564,-71.0492877796889
78,42.364105805037994,-71.0493434692596
79,42.36410679839422,-71.04938675426895
80,42.36380517315535,-71.04944440630592
81,42.36381842307642,-71.04967483659246
82,42.36369285162788,-71.04970200354694
83,42.36356201766764,-71.04971736427231
84,42.36354947006308,-71.04966601973082
85,42.36351132521408,-71.04903540621282
86,42.36357632085436,-71.04902532448305
87,42.36353982833,-71.0483972850372
88,42.36353371831203,-71.0483780895231
89,42.36319834746225,-71.04829759875973
90,42.363180607652076,-71.04832177422256
91,42.363196738559,-71.04858696661563
92,42.36326021191206,-71.04860834575027
93,42.36326451245827,-71.04858537096095
94,42.36332164154924,-71.04859828421307
95,42.36333688019847,-71.04884571953133
96,42.36343032651311,-71.0488835348999
97,42.36343915470492,-71.04903480994412
98,42.36324493061935,-71.04904951796547
99,42.36320646916578,-71.04903868795053
100,42.362886961022184,-71.04908425944126
101,42.36287155757247,-71.04907474734857
102,42.36286039246242,-71.04916622399602
103,42.36287218414842,-71.04923459185699
104,42.36285628466047,-71.04923840532445
105,42.36280271307875,-71.04901270435981
106,42.36253659463159,-71.04909748837991
107,42.36263149193447,-71.0494357451007
108,42.362712952094775,-71.04970564795482
109,42.36279497454631,-71.04997998575337
110,42.362827037834066,-71.04996902983841
111,42.36290457916442,-71.05021972069821
112,42.36295157949314,-71.05037922959917
113,42.3629777524876,-71.05047636251764
114,42.362925447841356,-71.05050411281123
115,42.363009543101505,-71.05081729332345
116,42.362589648508994,-71.05080436481369
117,42.36255103868083,-71.05068475075312
118,42.36252858623227,-71.0506978595379
119,42.36504773355119,-71.01036066088027
120,42.36464944925361,-71.00069570967203
121,42.36471011037672,-71.00069453156999
122,42.36464942122427,-71.00069568197121
123,42.36463366536458,-71.000695927742
124,42.364632516391026,-71.00067991317748
125,42.3646161091135,-71.00067506528033
126,42.36459685896786,-71.00063709754649
127,42.364588981107,-71.00062023289723
128,42.36462433704898,-71.0015767669466
129,42.36462246357927,-71.00157615285521
130,42.36421365993449,-71.00159121660117
131,42.36399180935704,-71.0018153484166
132,42.36375928523985,-71.00185566310799
133,42.36364326463463,-71.00180477485065
134,42.36303817610792,-71.00116903494902
135,42.36284457678788,-71.00088342877717
136,42.3627670798164,-71.00085776756714
137,42.36275646747938,-71.0006883850678
138,42.36265853978826,-71.00050673542098
139,42.36247354181727,-71.00018110381002
140,42.362200357028186,-70.99983137992137
141,42.361713973663,-70.99923432643371
142,42.36172249569358,-70.99898560723088
143,42.3617117558052,-70.99872520581532
144,42.361575117525156,-70.99847764227334
145,42.36128245194482,-70.9981928319032
146,42.36101104810432,-70.99806400499527
147,42.36096089278183,-70.99776395687338
148,42.361046440821994,-70.99737144005832
149,42.36119086006482,-70.99720119706781
150,42.36117111055352,-70.99695233782866
151,42.36151795282368,-70.99663618048967
152,42.36145868798987,-70.99632436279603
153,42.36132308448077,-70.99606347414883
154,42.36134710646073,-70.99584682739045
155,42.36147093990594,-70.99461333462378
156,42.361459107812394,-70.99416904579849
157,42.36168064730681,-70.99387755841295
158,42.36187835196043,-70.99365729415783
159,42.36151474084764,-70.99303081819174
160,42.361507558069405,-70.99140393900059
161,42.36210143931603,-70.9893111708103
162,42.36198055276946,-70.98835232937174
163,42.361635336067025,-70.98767245112033
164,42.36095738595281,-70.9870833398649
165,42.35958191330636,-70.98656243293391
166,42.35938138566237,-70.98676201060786
167,42.35797359266765,-70.98626358063491
168,42.357943134322745,-70.98625964860712
169,42.35765008621628,-70.98632207983228
170,42.355144573277784,-70.98974100319488
171,42.35399825637005,-70.99126600385831
172,42.35383818438861,-70.99174195739377
173,42.353867664059,-70.99214165601487
174,42.35404960211868,-70.99257749654889
175,42.35412406883074,-70.99309818139658
176,42.353957493333546,-70.99415540257309
177,42.354049160452654,-70.99453314738065
178,42.355045991845216,-70.99588520039445
179,42.35516892517222,-70.99607291071875
180,42.35529628224953,-70.99626761216416
181,42.355442242066204,-70.99644921842555
182,42.355644052357476,-70.99672731529164
183,42.355724837908134,-70.99687799147974
184,42.35573611314044,-70.99700887320215
185,42.355726035335,-70.99715176685356
186,42.35568917806347,-70.9972567625608
187,42.355639864812815,-70.99740144500538
188,42.35557243050468,-70.99748004700496
189,42.35553429823981,-70.997545094342
190,42.355447384259996,-70.99762495775535
191,42.355418306591844,-70.99769030562777
192,42.355253733623144,-70.9977696781949
193,42.35523541293765,-70.99784788705722
194,42.35521644578578,-70.99796568984728
195,42.355236381988384,-70.9980698622047
196,42.35523717952714,-70.9982526237183
197,42.35525681099038,-70.99847482356931
198,42.355325213991364,-70.99861820213115
199,42.355393873055405,-70.99863097609435
200,42.35544199601407,-70.99859100694785
201,42.35546031359244,-70.99851279564636
202,42.35543114594898,-70.99836873678255
203,42.355410535803095,-70.99817318275902
204,42.35545891468416,-70.99800335349417
205,42.35553584137707,-70.99789840716834
206,42.355631865134896,-70.99783141964467
207,42.35570935295746,-70.99779232607105
208,42.35576779261353,-70.99772711868947
209,42.35583510982354,-70.99762187881706
210,42.35588256039153,-70.99749053153215
211,42.35595820342868,-70.99728089088265
212,42.355988206836784,-70.99717632065311
213,42.3563193060927,-70.99752701848422
214,42.35641647665052,-70.99772196847319
215,42.356534009546536,-70.99793007215658
216,42.356650713501615,-70.99813707858205
217,42.35670034343876,-70.99825433986287
218,42.356768865566934,-70.99842435730405
219,42.35676908984414,-70.99847578283295
220,42.35673968388061,-70.99852892413719
221,42.356749673969496,-70.99855400325521
222,42.356827676621926,-70.99863293489449
223,42.356964886136815,-70.99907508480581
