,lat,long
1883,42.30621224485223,-71.1365023483075
1884,42.30911469429644,-71.1344522783134
1885,42.3117838390833,-71.13279667771565
1886,42.31318644203412,-71.13186333635942
1887,42.31457234296575,-71.13060774535329
1888,42.31681922852677,-71.12872990622091
1889,42.3186606461777,-71.1271409992762
1890,42.32185844451612,-71.12427646727373
1891,42.32272500332099,-71.12371258965979
1892,42.32258053833886,-71.123368130237
1893,42.32389139743334,-71.12152921641052
1894,42.32281353885478,-71.12007090442978
1895,42.32274403406163,-71.11943755765384
1896,42.32286619371904,-71.11887090706445
1897,42.3231244831875,-71.11850979486513
1898,42.32330833498844,-71.11847966577194
1899,42.32339077871913,-71.11847916884201
1900,42.32346381195515,-71.11839848116243
1901,42.32350005298715,-71.11828098082678
1902,42.32350884339334,-71.11816982723803
1903,42.32354495953662,-71.11800912635309
1904,42.32356254783416,-71.11778682371526
1905,42.32362555578484,-71.11745312147636
1906,42.3236931747818,-71.117125576832
1907,42.3237790141317,-71.11677325537043
1908,42.32383366104246,-71.11667414595476
1909,42.32394770616779,-71.11653766258415
1910,42.32412597371621,-71.11642548092323
1911,42.32431813703193,-71.11636260951231
1912,42.32451065495325,-71.11640464439947
1913,42.3246065833033,-71.11632997608889
1914,42.32470283430727,-71.11634793443729
1915,42.32479903946664,-71.11635350724168
1916,42.32495450950094,-71.11627232159631
1917,42.32511931083154,-71.11624662460981
1918,42.32521079034628,-71.1162090540508
1919,42.3252792502301,-71.1161345512061
1920,42.32574358625001,-71.11594864730611
1921,42.32596301200808,-71.11594587454223
1922,42.32614356382206,-71.116023638262
1923,42.32625467550173,-71.11601530488923
1924,42.32638799511975,-71.11596531651642
1925,42.32656983981201,-71.11581192170678
1926,42.32663624322415,-71.1157619482163
1927,42.32672055836506,-71.11568139585656
1928,42.3267888509147,-71.1155636932245
1929,42.32683427091573,-71.11544612323956
1930,42.32688432172427,-71.11534706129751
1931,42.32694362262515,-71.11527264276518
1932,42.32731679653784,-71.11504064236973
1933,42.32947618812428,-71.11403970466345
1934,42.32949426382496,-71.11395700850788
1935,42.32949598662771,-71.11394912718423
2152,42.32949656473862,-71.11394889555356
2153,42.32947666184014,-71.11403948459015
2154,42.33051247769346,-71.1135593303332
2155,42.33210282944464,-71.11329341857352
2156,42.33218338175811,-71.11329808199588
2157,42.3322254897958,-71.11327198106007
