,lat,long
0,42.30621224485223,-71.1365023483075
1,42.30911469429644,-71.1344522783134
2,42.3117838390833,-71.13279667771565
3,42.31318644203412,-71.13186333635942
4,42.31457234296575,-71.13060774535329
5,42.31681922852677,-71.12872990622091
6,42.3186606461777,-71.1271409992762
7,42.32185844451612,-71.12427646727373
8,42.32272500332099,-71.12371258965979
9,42.32258053833886,-71.123368130237
10,42.32389139743334,-71.12152921641052
11,42.32281353885478,-71.12007090442978
12,42.32274403406163,-71.11943755765384
13,42.32286619371904,-71.11887090706445
14,42.3231244831875,-71.11850979486513
15,42.32330833498844,-71.11847966577194
16,42.32339077871913,-71.11847916884201
17,42.32346381195515,-71.11839848116243
18,42.32350005298715,-71.11828098082678
19,42.32350884339334,-71.11816982723803
20,42.32354495953662,-71.11800912635309
21,42.32356254783416,-71.11778682371526
22,42.32362555578484,-71.11745312147636
23,42.3236931747818,-71.117125576832
24,42.3237790141317,-71.11677325537043
25,42.32383366104246,-71.11667414595476
26,42.32394770616779,-71.11653766258415
27,42.32412597371621,-71.11642548092323
28,42.32431813703193,-71.11636260951231
29,42.32451065495325,-71.11640464439947
30,42.3246065833033,-71.11632997608889
31,42.32470283430727,-71.11634793443729
32,42.32479903946664,-71.11635350724168
33,42.32495450950094,-71.11627232159631
34,42.32511931083154,-71.11624662460981
35,42.32521079034628,-71.1162090540508
36,42.3252792502301,-71.1161345512061
37,42.32574358625001,-71.11594864730611
38,42.32596301200808,-71.11594587454223
39,42.32614356382206,-71.116023638262
40,42.32625467550173,-71.11601530488923
41,42.33837450170125,-71.1111146745263
42,42.33857367473159,-71.11103073018622
43,42.33875368564655,-71.11093687355724
44,42.33889290016816,-71.11088596554858
45,42.33951277656561,-71.11084399859543
46,42.33972731206244,-71.11076514397075
47,42.33990728335601,-71.11067614526954
48,42.33999935465351,-71.11068074113392
49,42.34004128486957,-71.11070733723034
50,42.34009155837938,-71.11072152350272
51,42.34013326570538,-71.11071366783425
52,42.34027930500542,-71.11066349895898
53,42.34045163236108,-71.11057970859649
